,이름,주소,위도,경도,단어
434,나곡바다낚시공원,"경상북도 울진군 북면 석호1길 46-62, 나곡바다낚시공원 종합관",37.11825867,129.3768916,"['경상', '경상북도', '북도', '울진', '울진군', '북면', '석호', '석호1길', '1', '길', '나', '곡', '곡바다낚시공원', '바다', '낚시', '공원', '종합', '종합관', '관']"
435,울진시범바다목장해상낚시,경상북도 울진군 평해읍 울진대게로 521-2,36.69906644,129.4756391,"['경상', '경상북도', '북도', '울진', '울진군', '평해', '평해읍', '울', '대게']"
436,아포사계절낚시터,경상북도 김천시 아포읍 제석리 1431-7,36.1464838,128.2202,"['경상', '경상북도', '북도', '김천', '김천시', '아포', '아포읍', '제석']"
437,아포과수원낚시터,경상북도 김천시 아포읍 국사리 155-1,36.1582056,128.2494965,"['경상', '경상북도', '북도', '김천', '김천시', '아포', '아포읍', '국사']"
438,배시네낚시터,경상북도 김천시 아포읍 의리 121-1,36.1888737,128.2321408,"['경상', '경상북도', '북도', '김천', '김천시', '아포', '아포읍', '의리']"
439,복강유료낚시터,경상북도 김천시 대항면 복전리 188-2,36.131298,128.0231607,"['경상', '경상북도', '북도', '김천', '김천시', '대항', '대항면', '면', '복', '복전리', '전리']"
440,강태공낚시터,경상북도 칠곡군 왜관읍 애국동산로 150,36.004523,128.411958,"['경상', '경상북도', '북도', '칠곡', '칠곡군', '왜관', '왜관읍', '애국', '애국동산', '동산', '150']"
441,신동지낚시터,경상북도 구미시 인동가산로 590,36.09708,128.4749,"['경상', '경상북도', '북도', '구미', '구미시', '동가', '동가산로', '산로', '590']"
442,물만난고기,경상북도 구미시 인동중앙로 42,36.10867,128.4229,"['경상', '경상북도', '북도', '구미', '구미시', '인동', '인동중앙', '중앙', '42']"
443,다산나정,경상북도 고령군 다산면 나선로 312-27,35.83044575,128.3995484,"['경상', '경상북도', '북도', '고령', '고령군', '다산', '다산면', '면', '선로']"
444,개나리,경상북도 고령군 대가야읍 정정골길 67-39,35.741599,128.257505,"['경상', '경상북도', '북도', '고령', '고령군', '대가야', '대가야읍', '정정', '정정골길', '골', '길']"
445,역돔낚시터,경상북도 문경시 문경읍 새재로 623,36.55211,128.232232,"['경상', '경상북도', '북도', '문경', '문경시', '문경읍', '새재', '623']"
446,돌다리낚시터,경상북도 문경시 마성면 은성길 173,36.540228,128.232232,"['경상', '경상북도', '북도', '문경', '문경시', '마성', '마성면', '면', '은성', '은성길', '길', '173']"
447,우지낚시터,경상북도 문경시 갈밭길 7-13,36.540228,128.232232,"['경상', '경상북도', '북도', '문경', '문경시', '갈밭', '갈밭길', '길']"
448,암반수낚시터,경상북도 의성군 다인면 서부로 3018,36.46624748,128.3384845,"['경상', '경상북도', '북도', '의성', '의성군', '다인', '다인면', '면', '서부', '3018']"
449,대물낚시터,경상북도 포항시 북구 기계면 봉좌로383번길 32-2,36.08236536,129.1615819,"['경상', '경상북도', '북도', '포항', '포항시', '북구', '기계', '기계면', '면', '봉', '봉좌', '좌', '383', '383번길', '번', '길']"
450,두메낚시터,경상북도 경산시 남천면 신방길 39,35.760534,128.777194,"['경상', '경상북도', '북도', '경산', '경산시', '남천', '남천면', '면', '신방', '신방길', '길', '39']"
451,OK낚시터,경상북도 경주시 대추밭안길 18-7(조양동),35.7788,129.2764,"['경상', '경상북도', '북도', '경주', '경주시', '대추', '대추밭', '밭', '조양', '조양동', '동']"
452,평사낚시터,경상북도 경산시 진량읍 평사리 42-2,35.885503,128.871725,"['경상', '경상북도', '북도', '경산', '경산시', '진량', '진량읍', '평사리']"
453,삼사낚시터,경상북도 영천시 고경면 추곡길 215-12,35.98685782,129.0239398,"['경상', '경상북도', '북도', '영천', '영천시', '고경', '고경면', '면', '추곡', '추곡길', '길']"
454,지동낚시터,경상북도 안동시 임동면 고천지촌로 1061,36.50687533,128.9941229,"['경상', '경상북도', '북도', '안동', '안동시', '임동', '임동면', '면', '고', '고천지촌로', '천지', '촌로', '1061']"
455,선어대낚시터,경상북도 안동시 남선면 기느리길 252,36.54445316,128.773899,"['경상', '경상북도', '북도', '안동', '안동시', '남선', '남선면', '면', '기', '252']"
456,장기낚시터,경상북도 안동시 북후면 북평로 697-16,36.66993336,128.7024188,"['경상', '경상북도', '북도', '안동', '안동시', '북후', '북후면', '면', '북', '북평로', '평로']"
457,피싱카페낚시터,"광주광역시 동구 서석로85번길 8-13, 지하1층(대의동)",35.15032933,126.9205759,"['광주', '광주광역시', '동구', '석로', '석로85번길', '85', '번', '길', '지하', '지하1층', '1', '층', '대', '동']"
458,붕어의 신 실내낚시터,광주광역시 동구 중앙로 157(호남동),35.14828344,126.9129881,"['광주', '광주광역시', '동구', '중앙', '157', '호남', '호남동', '동']"
459,신가리낚시터,광주광역시 광산구 풍영철길로 190-23 (신가동),35.17240056,126.8285034,"['광주', '광주광역시', '광산', '광산구', '풍영', '풍영철길', '철길', '신가', '신가동', '동']"
460,상무낚시터,광주광역시 서구 유덕로141번길 31-1,35.16357724,126.8386542,"['광주', '광주광역시', '서구', '유덕', '141', '141번길', '번', '길']"
461,동화낚시터,대구광역시 북구 동변로 24길 106(동변동),35.92974,128.603563,"['대구', '대구광역시', '북구', '동변', '24', '24길', '길', '106', '동', '동변동', '변동']"
462,무태낚시터,"대구광역시 북구 연경동 570-14, 570-35",35.935017,128.608374,"['대구', '대구광역시', '북구', '연경', '연경동', '동']"
463,낭만물고기실내바다낚시터,대구광역시 북구 칠곡중앙대로 447(관음동),35.5609,128.3255,"['대구', '대구광역시', '북구', '곡', '중앙대', '447', '관음', '관음동', '동']"
464,눈큰실내낚시터,대구광역시 북구 태전로 57 (태전동),35.9254,128.54324,"['대구', '대구광역시', '북구', '태', '태전로', '전로', '57', '태전', '태전동', '전동', '동']"
465,비들지낚시터,대구광역시 군위군 군위읍 구지길 95,36.2031,128.5722,"['대구', '대구광역시', '군위', '군위군', '군위읍', '구지', '구지길', '길', '95']"
466,대평낚시터,대구광역시 달성군 하빈면 하빈로 832,35.93002896,128.4692446,"['대구', '대구광역시', '달성', '달성군', '하빈', '하빈면', '면', '로', '832']"
467,도채낚시터,대구광역시 달성군 하빈면 묘동3길 122-60,35.91802965,128.4215712,"['대구', '대구광역시', '달성', '달성군', '하빈', '하빈면', '면', '묘동', '묘동3길', '3', '길']"
468,가곡낚시터,대구광역시 달성군 하빈면 무등리 274,35.92279194,128.4667287,"['대구', '대구광역시', '달성', '달성군', '하빈', '하빈면', '면', '무등', '무등리', '리', '274']"
469,옥포낚시터,대구광역시 달성군 옥포읍 김흥리 408,35.747717,128.4924402,"['대구', '대구광역시', '달성', '달성군', '옥', '옥포읍', '포', '김', '김흥리', '흥', '리', '408']"
470,문양낚시터,대구광역시 달성군 다사읍 장귀미길 123,35.74332817,128.4354565,"['대구', '대구광역시', '달성', '달성군', '다사', '다사읍', '장귀', '장귀미길', '미', '길', '123']"
471,약산낚시터,대구광역시 달성군 논공읍 약산덧재길 159,35.74332817,128.4354565,"['대구', '대구광역시', '달성', '달성군', '논공', '논공읍', '약산', '재', '재길', '길', '159']"
472,Love낚시카페,"대전광역시 서구 관저로 160, 지하1층",36.29872121,127.3395894,"['대전', '대전광역시', '서구', '관저', '160', '지하', '지하1층', '1', '층']"
473,우명실내낚시터,대전광역시 서구 우명길 148(우명동),36.2287571,127.2935111,"['대전', '대전광역시', '서구', '우명', '우명길', '길', '148', '우명', '우명동', '동']"
474,제일낚시터,부산광역시 강서구 낙동북로73번가길 200-5 (강동동),35.22365536,128.940412,"['부산', '부산광역시', '강서', '강서구', '낙동', '낙동북로73번가', '북로', '73', '번가', '길', '강동', '강동동', '동']"
475,천성낚시터,부산광역시 강서구 거가대로 2571 (천성동),35.02301425,128.8095884,"['부산', '부산광역시', '강서', '강서구', '거가대', '2571', '천성', '천성동', '동']"
476,동선낚시터,부산광역시 강서구 동선길 107 (동선동),35.05283693,128.8324001,"['부산', '부산광역시', '강서', '강서구', '동선', '동선길', '길', '107', '동선', '동선동', '동']"
477,동삼어촌계 유어장 낚시터,부산광역시 영도구 하리해안길 17-5,35.06978643,129.0812768,"['부산', '부산광역시', '영도', '영도구', '하리', '하리해안길', '해안', '길']"
478,대원관광농원,"부산광역시 기장군 기장읍 내리길 57, 대원관광농원",35.211047,129.2039,"['부산', '부산광역시', '기장', '기장군', '기장읍', '길', '57', '대원', '대원관광농원', '관광', '농원']"
479,이오피쉬,"부산광역시 기장군 기장읍 대변로 153, 이오피쉬",35.2257,129.2288,"['부산', '부산광역시', '기장', '기장군', '기장읍', '대변', '153', '오피']"
480,용소사계절,"부산광역시 기장군 장안읍 기장대로 1665-73, 용소사계절",35.34273,129.24519,"['부산', '부산광역시', '기장', '기장군', '장안', '장안읍', '기장', '용소', '용소사계절', '사계절']"
481,부산실내바다낚시터,"부산광역시 북구 효열로 275, 지하1층 (금곡동)",35.26720059,129.0183491,"['부산', '부산광역시', '북구', '효열', '275', '지하', '지하1층', '1', '층', '금곡', '금곡동', '동']"
482,착한붕어 낚시카페,"서울 종로구 대학로8가길 52, 지하1층 (동숭동)",37.582964,127.002648,"['서울', '종로', '종로구', '대학로', '대학로8', '8', '길', '52', '지하', '지하1층', '1', '층', '동숭', '동숭동', '동']"
483,붕어의 신,서울 양천구 신월로 321,37.5217038,126.8565155,"['서울', '양천', '양천구', '신월', '321']"
484,입큰붕어낚시카페,"서울 은평구 은평로 101, 지하1층 (응암동)",37.600088,126.919079,"['서울', '은평', '은평구', '은', '은평로', '평로', '101', '지하', '지하1층', '1', '층', '응암', '응암동', '동']"
485,조치원낚시터,세종시 전동면 전동로 245,36.672891,127.269954,"['세종', '세종시', '전동', '전동면', '면', '전', '전동로', '동로', '245']"
486,잡아잡아낚시카페,세종시 조치원읍 새내16길 28,36.604395,127.298527,"['세종', '세종시', '조치원', '조치원읍', '새내', '새내16길', '16', '길', '28']"
487,용천농장낚시터,세종시 금남면 황토고개길 80-10,36.453638,127.233773,"['세종', '세종시', '금', '금남', '금남면', '남면', '면', '황토', '황토고개길', '고개길']"
488,송정유료낚시터,울산광역시 서생면 해맞이로 1331,35.3669,129.35324,"['울산', '울산광역시', '생면', '해맞이', '1331']"
489,원실내낚시터,울산광역시 울주군 온산읍 신온8길 20-6,35.4292604,129.3109347,"['울산', '울산광역시', '울주', '울주군', '온산', '온산읍', '신', '신온8길', '온', '8', '길']"
490,당사해양낚시공원,울산광역시 북구 용바위1길 58 (당사동),35.581079,129.455723,"['울산', '울산광역시', '북구', '용', '용바위1길', '바위', '1', '길', '58', '당사', '당사동', '동']"
491,해적바다실내낚시터,"울산광역시 동구 화잠로 105, 지하 1층 (방어동)",35.47849091,129.413984,"['울산', '울산광역시', '동구', '화', '화잠로', '잠로', '105', '지하', '1', '1층', '층', '방어', '방어동', '동']"
492,㈜정성레저,인천광역시 중구 백운로186번길 140-1 (중산동),37.51420751,126.5436932,"['인천', '인천광역시', '중구', '백운', '186', '186번길', '번', '길', '중산', '중산동', '동']"
493,포인트실내낚시카페낚시터,"인천광역시 중구 우현로 63, 몽벨,대한애경미용학원,이용화이비인후과 (내동)",37.4728317,126.6289879,"['인천', '인천광역시', '중구', '우', '우현로', '현로', '63', '몽', '몽벨', '벨', '대', '애경', '미용', '미용학원', '학원', '이용', '이비인후과', '내동']"
494,(주)영종레저,"인천광역시 중구 영종순환로 279-20, 만정낚시터 (중산동)",37.5154665,126.5499277,"['인천', '인천광역시', '중구', '영종', '영종순환', '순환', '만정', '만정낚시터', '중산', '중산동', '동']"
495,짱실내바다낚시터,"인천광역시 중구 서해대로417번길 2, 재향군인회관 (신흥동2가)",37.46419602,126.6330236,"['인천', '인천광역시', '중구', '서해', '417', '417번길', '번', '길', '2', '재향', '재향군인회관', '군인', '회관', '신흥', '신흥동', '신흥동2', '동']"
496,대동실내낚시터,"인천광역시 서구 심곡로 133, 대동아파트 지하1층 (심곡동)",37.545096,126.681837,"['인천', '인천광역시', '서구', '심곡', '133', '대동', '대동아파트', '아파트', '지하', '지하1층', '1', '층', '심곡', '심곡동', '동']"
497,두밀촌 낚시터,인천광역시 서구 두밀로 91 (대곡동),37.629433,126.669394,"['인천', '인천광역시', '서구', '밀', '91', '대곡', '대곡동', '동']"
498,인천 락 실내바다낚시터,인천광역시 서구 한서로 36-10 (백석동),37.580711,126.658825,"['인천', '인천광역시', '서구', '한서', '백석', '백석동', '동']"
499,놀이터 실내낚시터,"인천광역시 서구 가정로 208, 지하 1층 (석남동)",37.503558,126.672425,"['인천', '인천광역시', '서구', '가정', '208', '지하', '1', '1층', '층', '석남', '석남동', '동']"
500,가현산낚시터,인천광역시 서구 가현산로23번길 87 (마전동),37.621479,126.653353,"['인천', '인천광역시', '서구', '가현', '가현산로23번', '산로', '23', '번', '길', '87', '마', '마전', '마전동', '전동', '동']"
501,낭만물고기,"인천광역시 서구 검단로 492, 지하 1층 (마전동)",37.602425,126.658919,"['인천', '인천광역시', '서구', '로', '492', '지하', '1', '1층', '층', '마', '마전', '마전동', '전동', '동']"
502,내동저수지낚시터,인천광역시 옹진군 영흥면 내동로 100-15,37.267825,126.481138,"['인천', '인천광역시', '옹진', '옹진군', '영흥', '영흥면', '면', '내동']"
503,선재낚시터,"인천광역시 옹진군 영흥면 선재로265번길 103, 선재고물상",37.233879,126.538622,"['인천', '인천광역시', '옹진', '옹진군', '영흥', '영흥면', '면', '선재', '265', '265번길', '번', '길', '103', '선', '선재고물상', '재고', '물상']"
504,영흥바다낚시터,"인천광역시 옹진군 영흥면 영흥로176번길 21, 낚시터",37.264109,126.493789,"['인천', '인천광역시', '옹진', '옹진군', '영흥', '영흥면', '면', '176', '176번길', '번', '길', '21']"
505,선재 낚시공원 낚시터,인천광역시 옹진군 영흥면 선재로226번길 164,37.254311,126.521912,"['인천', '인천광역시', '옹진', '옹진군', '영흥', '영흥면', '면', '선재', '226', '226번길', '번', '길', '164']"
506,DMZ실내낚시터,"인천광역시 계양구 경명대로 1056, 지층 1호 (계산동)",37.54328641,126.7241381,"['인천', '인천광역시', '계양', '계양구', '경명', '1056', '지층', '1', '1호', '호', '계산', '계산동', '동']"
507,놀러와실내낚시터,"인천광역시 남동구 백범로 203, 지층 102호(만수동)",37.45945344,126.7261954,"['인천', '인천광역시', '남동', '남동구', '백범', '203', '지층', '102', '102호', '호', '만수', '만수동', '동']"
508,슈퍼붕 낚시카페,"인천광역시 남동구 백범로 417, 지하1층(간석동)",37.4672684,126.7025735,"['인천', '인천광역시', '남동', '남동구', '백범', '417', '지하', '지하1층', '1', '층', '간석', '간석동', '동']"
509,킹콩 실내낚시터,"인천광역시 남동구 구월로 291, 지하1층(만수동)",37.4558425,126.7207845,"['인천', '인천광역시', '남동', '남동구', '구월', '291', '지하', '지하1층', '1', '층', '만수', '만수동', '동']"
510,얼빵실내 낚시터,"인천광역시 남동구 인주대로 580, 지하 2층(구월동)",37.4497578,126.6991131,"['인천', '인천광역시', '남동', '남동구', '인주', '580', '지하', '2', '2층', '층', '구월', '구월동', '동']"
511,또와또 실내낚시터,인천광역시 남동구 남동대로 881 지하층(간석동),37.4656135,126.707077,"['인천', '인천광역시', '남동', '남동구', '881', '지하층', '간석', '간석동', '동']"
512,남촌낚시터,인천광역시 남동구 남촌로 67번길 60-3(남촌동),37.4266899,126.7128884,"['인천', '인천광역시', '남동', '남동구', '남', '남촌로', '촌로', '67', '67번길', '번', '길', '남촌', '남촌동', '동']"
513,소래바다낚시터,인천광역시 남동구 소래로 154번길 25-40(논현동),37.40682335,126.7405419,"['인천', '인천광역시', '남동', '남동구', '소래', '154', '154번길', '번', '길', '논현', '논현동', '동']"
514,도시어부낚시카페,"인천광역시 미추홀구 주안로104번길 24, 지하2층제2호(주안동)",37.46282174,126.6809926,"['인천', '인천광역시', '미추홀', '미추홀구', '주안', '104', '104번길', '번', '길', '24', '지하', '지하2층제2', '2', '층제', '호', '주안', '주안동', '동']"
515,파도실내바다낚시터,"인천광역시 미추홀구 인주대로 438, 지하층(주안동)",37.45074476,126.6853843,"['인천', '인천광역시', '미추홀', '미추홀구', '인주', '438', '지하층', '주안', '주안동', '동']"
516,주주실내낚시클럽,"인천광역시 미추홀구 주안로 113, 덕진빌딩 지하2층 (주안동)",37.46425733,126.6822339,"['인천', '인천광역시', '미추홀', '미추홀구', '주안', '113', '덕', '빌딩', '지하', '지하2층', '2', '층', '주안', '주안동', '동']"
517,황산초지사계절바다낚시터,인천광역시 강화군 길상면,37.62125051,126.5347876,"['인천', '인천광역시', '강화', '강화군', '길상', '길상면', '면']"
518,어류정낚시터,인천광역시 강화군 삼산면,37.66107251,126.336902,"['인천', '인천광역시', '강화', '강화군', '삼산', '삼산면', '면']"
519,강화선두바다낚시터,인천광역시 강화군 길상면,37.60086755,126.4935967,"['인천', '인천광역시', '강화', '강화군', '길상', '길상면', '면']"
520,강화바다낚시터,인천광역시 강화군 길상면,37.60690383,126.5168784,"['인천', '인천광역시', '강화', '강화군', '길상', '길상면', '면']"
521,난정낚시터,인천광역시 강화군 교동면,37.78689753,126.2320705,"['인천', '인천광역시', '강화', '강화군', '교동', '교동면', '면']"
522,흥왕낚시터,인천광역시 강화군 화도면,37.59560307,126.4203356,"['인천', '인천광역시', '강화', '강화군', '화도', '화도면', '면']"
523,길상낚시터,인천광역시 강화군 길상면,37.62515984,126.5012775,"['인천', '인천광역시', '강화', '강화군', '길상', '길상면', '면']"
524,선두포낚시터,인천광역시 강화군 길상면,37.634462,126.464612,"['인천', '인천광역시', '강화', '강화군', '길상', '길상면', '면']"
525,하리낚시터,인천광역시 강화군 삼산면,37.7404128,126.2899256,"['인천', '인천광역시', '강화', '강화군', '삼산', '삼산면', '면']"
526,서검낚시터,인천광역시 강화군 삼산면,37.724996,126.226164,"['인천', '인천광역시', '강화', '강화군', '삼산', '삼산면', '면']"
527,동검낚시터,인천광역시 강화군 길상면,37.58768059,126.5222735,"['인천', '인천광역시', '강화', '강화군', '길상', '길상면', '면']"
528,양오낚시터,인천광역시 강화군 송해면,37.80023879,126.4474212,"['인천', '인천광역시', '강화', '강화군', '송해', '송해면', '면']"
529,고구낚시터,인천광역시 강화군 교동면,37.79635,126.292765,"['인천', '인천광역시', '강화', '강화군', '교동', '교동면', '면']"
530,항포낚시터,인천광역시 강화군 삼산면,37.70636707,126.2840291,"['인천', '인천광역시', '강화', '강화군', '삼산', '삼산면', '면']"
531,양사낚시터,인천광역시 강화군 양사면,37.80536372,126.423815,"['인천', '인천광역시', '강화', '강화군', '양사', '양사면', '면']"
532,신선지낚시터,인천광역시 강화군 내가면,37.72045498,126.4152577,"['인천', '인천광역시', '강화', '강화군']"
533,길정낚시터,인천광역시 강화군 양도면,37.66259233,126.467195,"['인천', '인천광역시', '강화', '강화군', '양도', '양도면', '면']"
534,오류내낚시터,인천광역시 강화군 송해면,37.75926215,126.4520722,"['인천', '인천광역시', '강화', '강화군', '송해', '송해면', '면']"
535,국화낚시터,인천광역시 강화군 강화읍,37.74460253,126.4619292,"['인천', '인천광역시', '강화', '강화군', '강화읍']"
536,내가낚시터,인천광역시 강화군 내가면,37.72518794,126.3936217,"['인천', '인천광역시', '강화', '강화군']"
537,황청낚시터,인천광역시 강화군 내가면,37.71508509,126.3638447,"['인천', '인천광역시', '강화', '강화군']"
538,인산낚시터,인천광역시 강화군 양도면 중앙로787번길 8-2,37.69854279,126.4312672,"['인천', '인천광역시', '강화', '강화군', '양도', '양도면', '면', '중앙', '787', '787번길', '번', '길']"
539,땅끝낚시터,"전라남도 해남군 송지면 갈산길 93, 땅끝낚시터",34.30556,126.516116,"['전라', '전라남', '전라남도', '남도', '해남', '해남군', '송지', '송지면', '면', '산길', '93', '땅', '땅끝낚시터', '끝']"
540,해남바다낚시터,"전라남도 해남군 화원면 영호길 42-18, 구성리 지선",34.700681,126.347798,"['전라', '전라남', '전라남도', '남도', '해남', '해남군', '화원', '화원면', '면', '영호', '영호길', '길', '성리', '지선']"
541,정남진 해양낚시공원,전라남도 장흥군 회진면 해양낚시길 135,34.4706335,126.9740566,"['전라', '전라남', '전라남도', '남도', '장흥', '장흥군', '회진', '회진면', '면', '해양', '해양낚시길', '낚시', '길', '135']"
542,거금해양낚시공원,전라남도 고흥군 금산면 신촌내동길 18-132,34.46942797,127.104524,"['전라', '전라남', '전라남도', '남도', '고흥', '고흥군', '금산', '금산면', '면', '촌', '촌내동길', '내동', '길']"
543,홍길동낚시터,전라남도 장성군 삼서면 영장로 2103,35.2346229,126.701275,"['전라', '전라남', '전라남도', '남도', '장성', '장성군', '삼서', '삼서면', '면', '영', '영장로', '장로', '2103']"
544,황룡강낚시터,전라남도 장성군 장성읍 강변안길 18,35.297111,126.775019,"['전라', '전라남', '전라남도', '남도', '장성', '장성군', '장성읍', '강변', '강변안길', '안', '길', '18']"
545,청풍낚시터,전라남도 화순군 청풍면 차풍로 370,34.90460529,126.9802482,"['전라', '전라남', '전라남도', '남도', '화순', '화순군', '청풍', '청풍면', '면', '차', '차풍로', '풍로', '370']"
546,앵남낚시터,전라남도 화순군 화순읍 앵무동1길 132,35.05032669,126.924278,"['전라', '전라남', '전라남도', '남도', '화순', '화순군', '화순읍', '앵무', '앵무동1길', '동', '1', '길', '132']"
547,소경어촌계낚시터,전라남도 여수시 소경도1길 15-1,34.70848891,127.707826,"['전라', '전라남', '전라남도', '남도', '여수', '여수시', '소경도', '소경도1길', '1', '길']"
548,외동어촌계낚시터,전라남도 여수시 대경도4길 41-1,34.71856636,127.729462,"['전라', '전라남', '전라남도', '남도', '여수', '여수시', '대경도', '대경도4길', '4', '길']"
549,돌산해양낚시공원낚시터,전라남도 여수시 돌산읍 우두1길 12-13,34.727104,127.73669,"['전라', '전라남', '전라남도', '남도', '여수', '여수시', '돌산', '돌산읍', '우두', '우두1길', '1', '길']"
550,여수가족생활낚시터,전라남도 여수시 신월1길 42 1층 신월슈퍼,34.4258515,127.4255849,"['전라', '전라남', '전라남도', '남도', '여수', '여수시', '신월', '신월1길', '1', '길', '42', '1층', '층', '신월슈퍼', '슈퍼']"
551,현대낚시터,"전라남도 해남군 화원면 영호길 42-7, 민물과 바다",34.700457,126.347734,"['전라', '전라남', '전라남도', '남도', '해남', '해남군', '화원', '화원면', '면', '영호', '영호길', '길', '민물', '바다']"
552,대광낚시터,"전라남도 해남군 화원면 영호길 42-17, 대광낚시",34.700457,126.347734,"['전라', '전라남', '전라남도', '남도', '해남', '해남군', '화원', '화원면', '면', '영호', '영호길', '길', '광', '광낚시', '낚시']"
553,목포바지선포인트선상,"전라남도 해남군 화원면 영호길 42-7, 민물과 바다",34.700457,126.347734,"['전라', '전라남', '전라남도', '남도', '해남', '해남군', '화원', '화원면', '면', '영호', '영호길', '길', '민물', '바다']"
554,해남별암낚시터,"전라남도 해남군 화원면 영호길 42-7, 민물과 바다",34.700457,126.347734,"['전라', '전라남', '전라남도', '남도', '해남', '해남군', '화원', '화원면', '면', '영호', '영호길', '길', '민물', '바다']"
555,현대바다낚시터,"전라남도 해남군 화원면 영호길 42-7, 민물과 바다",34.700457,126.347734,"['전라', '전라남', '전라남도', '남도', '해남', '해남군', '화원', '화원면', '면', '영호', '영호길', '길', '민물', '바다']"
556,해남화원낚시터,"전라남도 해남군 화원면 영호길 42-7, 민물과 바다",34.700457,126.347734,"['전라', '전라남', '전라남도', '남도', '해남', '해남군', '화원', '화원면', '면', '영호', '영호길', '길', '민물', '바다']"
557,대광낚시터 2호,"전라남도 해남군 화원면 영호길 42-7, 민물과 바다",34.700457,126.347734,"['전라', '전라남', '전라남도', '남도', '해남', '해남군', '화원', '화원면', '면', '영호', '영호길', '길', '민물', '바다']"
558,활주로낚시터,"전라남도 나주시 산포면 등정덕례길 54, 활주로낚시터랜드",35.0467,126.8193,"['전라', '전라남', '전라남도', '남도', '나주', '나주시', '산포', '산포면', '면', '등', '등정덕례길', '정덕', '례', '길', '54', '활주로', '활주로낚시터랜드', '랜드']"
559,콜낚시,전라남도 신안군 압해읍 장감길 220,34.81904166,126.3346096,"['전라', '전라남', '전라남도', '남도', '신안', '신안군', '압해', '압해읍', '장감', '장감길', '길', '220']"
560,나룻가낚시터,전라남도 신안군 압해읍 복룡로 669-4,34.90692907,126.3383241,"['전라', '전라남', '전라남도', '남도', '신안', '신안군', '압해', '압해읍', '복룡']"
561,신안낚시터,"전라남도 신안군 압해읍 복룡로 688-6, 복룡횟집",34.90533275,126.3383433,"['전라', '전라남', '전라남도', '남도', '신안', '신안군', '압해', '압해읍', '복룡', '복룡횟집', '횟집']"
562,해성낚시터,전라남도 신안군 천사로 15,34.483486,126.2092,"['전라', '전라남', '전라남도', '남도', '신안', '신안군', '천사', '15']"
563,복룡낚시터,전라남도 신안군 압해읍 압해로 867,34.5441767,126.1947507,"['전라', '전라남', '전라남도', '남도', '신안', '신안군', '압해', '압해읍', '867']"
564,홀통낚시터,전라남도 무안군 현경면 홀통길 198,35.061723,126.332241,"['전라', '전라남', '전라남도', '남도', '무안', '무안군', '현경', '현경면', '면', '홀', '홀통길', '통', '길', '198']"
565,가우도 복합낚시공원,전라남도 강진군 도암면 가우도길 2-13,34.56687,126.72371,"['전라', '전라남', '전라남도', '남도', '강진', '강진군', '도암', '도암면', '면', '가우도', '가우도길', '길']"
566,서중어촌체험마을,전라남도 강진군 마량면 까막섬로 75-7,34.47072,126.82785,"['전라', '전라남', '전라남도', '남도', '강진', '강진군', '마량', '마량면', '면', '섬']"
567,자바라,전라북도 전주시 완산구 평화로 69,35.7830203,127.1331617,"['전라', '전라북', '전라북도', '북도', '전주', '전주시', '완산', '완산구', '평화', '69']"
568,송현낚시터,"전라북도 완주군 고산면 남봉로 5-98, 송현낚시터",35.9679,127.1867,"['전라', '전라북', '전라북도', '북도', '완주', '완주군', '고산', '고산면', '면', '남', '남봉로', '봉로', '송', '송현낚시터', '현']"
569,산외 강현낚시터,전라북도 정읍시 산외면 상두1길 11-17,35.6315183,127.0596968,"['전라', '전라북', '전라북도', '북도', '정읍', '정읍시', '산외', '산외면', '면', '상두', '상두1길', '1', '길']"
570,우정낚시터,전라북도 정읍시 소성면 소성상평로 238,35.5603433,126.8053888,"['전라', '전라북', '전라북도', '북도', '정읍', '정읍시', '소성', '소성면', '면', '소성', '평로', '238']"
571,신시도 유료낚시터,전라북도 군산시 옥도면 신시도길 40,35.81812509,126.4490189,"['전라', '전라북', '전라북도', '북도', '군산', '군산시', '옥도', '옥도면', '면', '신시', '길', '40']"
572,낚GO먹GO,"전라북도 군산시 수송로 17, 수리야 (나운동)",35.96827111,126.6987553,"['전라', '전라북', '전라북도', '북도', '군산', '군산시', '수송로', '17', '수리', '나운', '나운동', '동']"
573,호암낚시터,"전라북도 임실군 신평면 호암3길 1-20, 호암사계절낚시터",35.654754,127.24716,"['전라', '전라북', '전라북도', '북도', '임실', '임실군', '신평', '신평면', '면', '호암', '호암3길', '3', '길', '호암사계절낚시터', '사계절']"
574,자연을닮은사람들,전라북도 임실군 관촌면 용산리 176-6 자연을닮은사람들,35.645866,127.286135,"['전라', '전라북', '전라북도', '북도', '임실', '임실군', '관촌', '관촌면', '면', '용산리', '자연', '사람']"
575,백화낚시터,전라북도 진안군 안천면 진무로 3206,35.90144004,127.574178,"['전라', '전라북', '전라북도', '북도', '진안', '진안군', '안천', '안천면', '면', '진무', '3206']"
576,바지선 선상낚시,제주도 서귀포시 토평동 516 남측 450m 지선,33.24568966,126.5775385,"['제주', '제주도', '서귀포', '서귀포시', '토평', '토평동', '동', '516', '남', '남측', '측', '450', '지선']"
577,계룡 낚시터,충청남도 공주시 계룡면 하대리 485-1(계룡저수지),36.36086703,127.1576725,"['충청남', '충청남도', '공주', '공주시', '계룡', '계룡면', '면', '하대', '계룡저수지', '저수지']"
