,이름,주소,위도,경도,단어
0,단봉낚시터,강원도 동해시 봉정2길 95-9,37.46989535,129.1218004,"['강원', '강원도', '동해', '동해시', '봉정', '봉정2길', '2', '길']"
1,도깨비낚시터,강원도 횡성군 우천면 백달리 8,37.44348486,128.0719036,"['강원', '강원도', '횡성', '횡성군', '우천', '우천면', '면', '백', '백달', '달', '8']"
2,새말낚시터,강원도 횡성군 우천면 문암리 229,37.467563,128.0436703,"['강원', '강원도', '횡성', '횡성군', '우천', '우천면', '면', '문', '문암', '암', '229']"
3,대영낚시터,강원도 횡성군 공근면 부창리 546-2,37.585641,127.9945217,"['강원', '강원도', '횡성', '횡성군', '공근', '공근면', '면', '부', '부창', '창']"
4,현천낚시터,강원도 횡성군 둔내면 현천리 821-2,37.48341109,128.175495,"['강원', '강원도', '횡성', '횡성군', '둔내', '둔내면', '면', '현천']"
5,굴운낚시터,강원도 홍천군 화촌면 굴운리 642,37.72329121,127.966379,"['강원', '강원도', '홍천', '홍천군', '화촌', '화촌면', '면', '굴', '굴운리', '운', '리', '642']"
6,구만리낚시터,강원도 홍천군 북방면 구만리 781,37.71172345,127.7018265,"['강원', '강원도', '홍천', '홍천군', '북방', '북방면', '면', '구만리', '781']"
7,모곡낚시터,강원도 홍천군 서면 모곡리 1134-2,37.69567811,127.5743335,"['강원', '강원도', '홍천', '홍천군', '서면', '곡']"
8,시동유정낚시터,강원도 홍천군 남면 시동1리 1158-2,37.59204491,127.8245737,"['강원', '강원도', '홍천', '홍천군', '남면', '시동', '시동1리', '1', '리']"
9,백달낚시터,강원도 횡성군 우천면 백달리 180,37.439543,128.064043,"['강원', '강원도', '횡성', '횡성군', '우천', '우천면', '면', '백', '백달', '달', '180']"
10,산내들낚시터,강원도 철원군 김화읍 연동길33,38.2358501,127.3635403,"['강원', '강원도', '철원', '철원군', '김화', '김화읍', '연동', '연동길33', '길', '33']"
11,소금강가족낚시터,강원도 강릉시 연곡면 신왕길 388-64,37.83101752,128.7704452,"['강원', '강원도', '강릉', '강릉시', '연곡', '연곡면', '면', '신왕', '신왕길', '길']"
12,샘골낚시터,강원도 춘천시 서면  방동샘골길 35,37.91093534,127.6682809,"['강원', '강원도', '춘천', '춘천시', '서면', '방동', '방동샘골길', '샘', '골', '길', '35']"
13,하늘낚시공원낚시터,강원도 춘천시 서면 당숲안길 61,37.8363223,127.6066043,"['강원', '강원도', '춘천', '춘천시', '서면', '당', '당숲안길', '숲', '안', '길', '61']"
14,은행나무하우스낚시터,강원도 춘천시 신동면 경춘로 1773,37.82288536,127.6968575,"['강원', '강원도', '춘천', '춘천시', '신동', '신동면', '면', '경', '로', '1773']"
15,춘천실내낚시터,강원도 춘천시 공지로 210,37.86260418,127.7402415,"['강원', '강원도', '춘천', '춘천시', '공지', '210']"
16,소양계곡낚시터,강원도 춘천시 서면 율장길 266,37.86083152,127.583055,"['강원', '강원도', '춘천', '춘천시', '서면', '율장', '율장길', '길', '266']"
17,말고개낚시터,강원도 춘천시 사북면 말고개길 307,38.01347085,127.6263903,"['강원', '강원도', '춘천', '춘천시', '사북', '사북면', '면', '말고개', '말고개길', '길', '307']"
18,팔미리낚시터,강원도 춘천시 신동면 경춘로 1817,37.82101654,127.7008514,"['강원', '강원도', '춘천', '춘천시', '신동', '신동면', '면', '경', '로', '1817']"
19,은파정낚시터,강원도 춘천시 동산면 영서로 287-17,37.75582631,127.8117096,"['강원', '강원도', '춘천', '춘천시', '동산', '동산면', '면', '영서']"
20,고산낚시터,강원도 원주시 호저면 호저로 1140,37.466789,127.918048,"['강원', '강원도', '원주', '원주시', '호저', '호저면', '면', '호저', '1140']"
21,서곡낚시터,강원도 원주시 판부면 백운정길 46,37.298324,127.932703,"['강원', '강원도', '원주', '원주시', '판부', '판부면', '면', '백운', '백운정길', '정', '길', '46']"
22,추곡터널낚시터,강원도 춘천시 북산면 춘양로 1452,38.03376186,127.8763568,"['강원', '강원도', '춘천', '춘천시', '북산', '북산면', '면', '춘양', '1452']"
23,강촌체험낚시터,강원도 춘천시 남면 박암관천길 511-55,37.72123128,127.5391075,"['강원', '강원도', '춘천', '춘천시', '남면', '박', '박암관천길', '암관', '천', '길']"
24,거두리낚시터,강원도 춘천시 동내면 거두길 282-8,37.86044343,127.7888514,"['강원', '강원도', '춘천', '춘천시', '동내', '동내면', '면', '거두', '거두길', '길']"
25,유포리낚시터,강원도 춘천시 신북읍 맥국3길 15-28,37.94676571,127.7748379,"['강원', '강원도', '춘천', '춘천시', '신북', '신북읍', '맥', '맥국3길', '국', '3', '길']"
26,송어축제,"강원도 원주시 판부면 매봉길 31, 1층",37.3212032,127.9440331,"['강원', '강원도', '원주', '원주시', '판부', '판부면', '면', '매', '매봉길', '봉', '길', '31', '1', '1층', '층']"
27,이무기낚시터,강원도 원주시 소초면 신양선녀길 99,37.413059,127.972658,"['강원', '강원도', '원주', '원주시', '소초', '소초면', '면', '신양', '신양선녀길', '선녀', '길', '99']"
28,단강낚시터,강원도 원주시 부론면 섬뜰작실길 26-59,37.156403,127.790081,"['강원', '강원도', '원주', '원주시', '부론', '부론면', '면', '섬', '섬뜰작실', '뜰', '작', '실', '길']"
29,취병낚시터,강원도 원주시 문막읍 취병리 731,37.325026,127.785414,"['강원', '강원도', '원주', '원주시', '문막', '문막읍', '취병', '731']"
30,신선낚시터,강원도 원주시 한가터길 100,37.328381,128.001653,"['강원', '강원도', '원주', '원주시', '가터', '가터길', '길', '100']"
31,도곡낚시터,강원도 원주시 소초면 장수1로 191,37.396068,127.976141,"['강원', '강원도', '원주', '원주시', '소초', '소초면', '면', '장수', '장수1', '1', '191']"
32,호저낚시터,강원도 원주시 호저면 평천1길 21,37.42208,127.921589,"['강원', '강원도', '원주', '원주시', '호저', '호저면', '면', '평', '평천1길', '천', '1', '길', '21']"
33,물고기마을,강원도 원주시 흥업면 사제리 92-1,37.332017,127.894424,"['강원', '강원도', '원주', '원주시', '흥업', '흥업면', '면', '사제']"
34,탑전낚시터,강원도 원주시 문막읍 동화리 1282-7,37.332365,127.828872,"['강원', '강원도', '원주', '원주시', '문막', '문막읍', '동화']"
35,승안낚시터,강원도 원주시 흥업면 돼니길 32-39,37.314986,127.875357,"['강원', '강원도', '원주', '원주시', '흥업', '흥업면', '면', '길']"
36,돌모루낚시터,강원도 원주시 소초면 흥양리 1649-3,37.381465,127.975253,"['강원', '강원도', '원주', '원주시', '소초', '소초면', '면', '흥', '흥양리', '양리']"
37,금천가든낚시터,"강원도 태백시 금천길 159, 금천가든낚시터 (금천동)",37.094038,128.994978,"['강원', '강원도', '태백', '태백시', '금', '금천길', '천', '길', '159', '금천가든낚시터', '가든', '금천', '금천동', '동']"
38,혈리낚시터,"강원도 태백시 사내골길 117, 혈리낚시터 (혈동)",37.129695,128.925167,"['강원', '강원도', '태백', '태백시', '사내', '사내골길', '골', '길', '117', '혈', '혈리낚시터', '리', '혈동']"
39,천동낚시,강원도 평창군 평창읍 천동길 163,37.334102,128.380508,"['강원', '강원도', '평창', '평창군', '평창읍', '천동', '천동길', '길', '163']"
40,평창낚시,강원도 평창군 평창읍 등강길 44-1,37.34894,128.379776,"['강원', '강원도', '평창', '평창군', '평창읍', '등', '등강길', '강', '길']"
41,말봉바다낚시터,"경기도 안산시 단원구 부흥로 387-9, 말봉바다낚시터 (대부남동)",37.21178315,126.6119166,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '부흥', '말', '말봉바다낚시터', '봉', '바다', '대부', '대부남동', '남동']"
42,어심바다낚시터,"경기도 안산시 단원구 잘푸리길 109, 어심바다낚시터 (대부남동)",37.23606522,126.5658309,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '길', '109', '어심', '어심바다낚시터', '바다', '대부', '대부남동', '남동']"
43,서울바다낚시터,경기도 안산시 단원구 구봉타운길 34 (대부북동),37.28096933,126.5529941,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '구봉타운길', '봉', '타운', '길', '34', '대부', '대부북동', '북동']"
44,해솔바다낚시터,"경기도 안산시 단원구 구봉길 152, 해솔바다낚시터 (대부북동)",37.27837617,126.5542115,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '구봉길', '봉', '길', '152', '해', '해솔바다낚시터', '솔', '바다', '대부', '대부북동', '북동']"
45,우리실내낚시터,"경기도 안산시 단원구 화랑로 28, 우리실내바다낚시터 지하1층 (원곡동)",37.3321166,126.7960887,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '화랑', '28', '우리', '실내', '실내바다낚시터', '바다', '지하', '지하1층', '1', '층', '원곡', '원곡동', '동']"
46,k3바다낚시터,"경기도 안산시 단원구 작은상재미길 86, k3바다낚시터 (대부동동)",37.25218005,126.6139694,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '작', '상재', '상재미길', '미', '길', '86', '3', '3바다낚시터', '바다', '대부동', '대부동동', '동']"
47,등대바다낚시터,"경기도 안산시 단원구 금당구지길 91, 등대바다낚시터 (대부남동)",37.23054271,126.5905621,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '금당', '금당구지길', '구지', '길', '91', '등대', '등대바다낚시터', '바다', '대부', '대부남동', '남동']"
48,k1한국바다낚시터,"경기도 안산시 단원구 작은상재미길 100, k1한국바다낚시터 (대부동동)",37.23095285,126.6070119,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '작', '상재', '상재미길', '미', '길', '100', '1', '1한국바다낚시터', '한국', '바다', '대부동', '대부동동', '동']"
49,북동낚시터,"경기도 안산시 단원구 뻐꾹산길 98, 북동낚시터 (대부북동)",37.25690318,126.5810408,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '산길', '98', '북동', '북동낚시터', '대부', '대부북동']"
50,조부장바다낚시터,"경기도 안산시 단원구 구봉길 55, 조부장바다낚시터 (대부북동)",37.27139676,126.5618899,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '구봉길', '봉', '길', '55', '조', '조부장바다낚시터', '부장', '바다', '대부', '대부북동', '북동']"
51,대부도바다낚시터,"경기도 안산시 단원구 구봉타운길 22, 대부도바다낚시터 (대부북동)",37.27772841,126.5516876,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '구봉타운길', '봉', '타운', '길', '22', '대부도', '대부도바다낚시터', '바다', '대부', '대부북동', '북동']"
52,수암낚시터,"경기도 안산시 상록구 지장골길 51-18, 수암낚시터 (수암동)",37.37232031,126.8808464,"['경기', '경기도', '안산', '안산시', '상록', '상록구', '지장', '지장골길', '골', '길', '암', '암낚시터', '수암', '수암동', '동']"
53,독도바다낚시터,"경기도 안산시 단원구 새방죽길 165, 독도바다낚시터 (대부북동)",37.23985943,126.5660486,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '방죽', '방죽길', '길', '165', '독도', '독도바다낚시터', '바다', '대부', '대부북동', '북동']"
54,하늘바다낚시터,"경기도 안산시 단원구 작은상재미길 99, 하늘바다낚시터 (대부동동)",37.23338146,126.6077971,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '작', '상재', '상재미길', '미', '길', '99', '하늘', '하늘바다낚시터', '바다', '대부동', '대부동동', '동']"
55,못말낚시터,경기도 양주시 남면 현석로 781-14,37.85149836,126.9821002,"['경기', '경기도', '양주', '양주시', '남면', '현', '현석로', '석로']"
56,용암낚시터,경기도 양주시 은현면 용암리 346-2,37.85284499,127.0500455,"['경기', '경기도', '양주', '은현', '은현면', '면', '용암']"
57,살구골낚시터,경기도 양주시 은현면 도하리 396,37.84001046,127.0042246,"['경기', '경기도', '양주', '은현', '은현면', '면', '도하', '396']"
58,신암낚시터,경기도 양주시 남면 감악산로 514번길 365,37.91971034,126.9640752,"['경기', '경기도', '양주', '양주시', '남면', '감악산', '514', '514번길', '번', '길', '365']"
59,남방낚시터,경기도 양주시 양주산성로 280-7,37.77576379,127.0180123,"['경기', '경기도', '양주', '양주시', '양주산성', '산성']"
60,효촌낚시터,경기도 양주시 광적면 효촌리 337-1,37.87937325,126.9561064,"['경기', '경기도', '양주', '광적', '광적면', '면', '효', '효촌리', '촌리']"
61,봉암낚시터,경기도 양주시 남면 양연로173번길 82-28,37.9234617,126.994659,"['경기', '경기도', '양주', '양주시', '남면', '양', '양연로173번', '연로', '173', '번', '길']"
62,원당,경기도 양주시 남면 황방리 377-1,37.92235363,126.9869436,"['경기', '경기도', '양주', '양주시', '남면', '황', '황방리', '방리']"
63,칠봉산,경기도 양주시 천보산로 201,37.85687137,127.0985831,"['경기', '경기도', '양주', '천보', '천보산로', '산로', '201']"
64,광사,경기도 양주시 부흥로 1864-40,37.7885519,127.0709504,"['경기', '경기도', '양주', '양주시', '부흥']"
65,동산,경기도 양주시 남면 감악산로514번길 54-20,37.90829399,126.9653998,"['경기', '경기도', '양주', '양주시', '남면', '감악산', '514', '514번길', '번', '길']"
66,장자원,경기도 양주시 장흥면 일영로502번길 2-105,37.68574374,126.9285218,"['경기', '경기도', '양주', '장흥', '장흥면', '면', '일영', '502', '502번길', '번', '길']"
67,은현피싱타운,경기도 양주시 은현면 그루고개로490번길 49-27,37.85146262,127.0157938,"['경기', '경기도', '양주', '은현', '은현면', '면', '그루', '그루고개', '고개', '490', '490번길', '번', '길']"
68,삼하,"경기도 양주시 장흥면 삼하리 198-1,3,4",37.67330775,126.9088062,"['경기', '경기도', '양주', '장흥', '장흥면', '면', '삼하', '3', '4']"
69,송추,경기도 양주시 장흥면 호국로 586-24,37.7177652,126.9792169,"['경기', '경기도', '양주', '장흥', '장흥면', '면', '호', '호국로', '국로']"
70,일영낚시터,경기도 양주시 장흥면 일영리 572-4,37.70596996,126.9315963,"['경기', '경기도', '양주', '장흥', '장흥면', '면', '일', '일영리', '영리']"
71,원동낚시터,경기도 오산시 원동 6-1,37.144601,127.091246,"['경기', '경기도', '오산', '오산시', '원동']"
72,삼미낚시터,경기도 오산시 외삼미로 30(외삼미동),37.19051,127.054368,"['경기', '경기도', '오산', '오산시', '외', '외삼미', '삼미', '30', '외삼미', '외삼미동', '동']"
73,수원 락 실내바다 낚시터,경기도 오산시 삼미로47번길 24(내삼미동),37.1771766,127.066976,"['경기', '경기도', '오산', '오산시', '삼미', '47', '47번길', '번', '길', '24', '내삼미', '내삼미동', '동']"
74,자일낚시터,경기도 의정부시 호국로1860번길 79,37.77156,127.105302,"['경기', '경기도', '의정부', '의정부시', '호', '호국로1860번', '국로', '1860', '번', '길', '79']"
75,가자실내낚시터,경기도 의정부시 시민로 117(의정부동),37.738678,127.04832,"['경기', '경기도', '의정부', '의정부시', '시민', '117', '의정부동', '동']"
76,또또와 실내낚시카페,경기도 의정부시 추동로19번길 7,37.743652,127.057607,"['경기', '경기도', '의정부', '의정부시', '추동', '19', '19번길', '번', '길', '7']"
77,월곡낚시터,경기도 평택시 관동길 20,37.021253,127.130075,"['경기', '경기도', '평택', '평택시', '관동', '관동길', '길', '20']"
78,고잔낚시터,경기도 평택시 청북읍 고잔리 1-1,37.067541,126.909627,"['경기', '경기도', '평택', '평택시', '청', '청북읍', '북', '잔', '잔리', '리']"
79,울성낚시터,경기도 평택시 울성길 237-20,37.016293,127.05912,"['경기', '경기도', '평택', '평택시', '울']"
80,동막낚시터,경기도 평택시 동막길 127,37.074396,127.096081,"['경기', '경기도', '평택', '평택시', '동', '길', '127']"
81,고현낚시터,경기도 평택시 고현길 38-48,37.130793,127.096181,"['경기', '경기도', '평택', '평택시', '고현', '고현길', '길']"
82,조씨낚시터,경기도 평택시 덕목5길 117-1,36.9542,126.969356,"['경기', '경기도', '평택', '평택시', '덕목', '덕목5길', '5', '길']"
83,함박골낚시터,경기도 평택시 서탄로 492-30,37.123234,127.0214,"['경기', '경기도', '평택', '평택시', '탄로']"
84,낚시 훈련소,경기도 평택시 문화촌로 9,36.996613,127.113874,"['경기', '경기도', '평택', '평택시', '문화', '문화촌로', '촌로', '9']"
85,안중락실내바다낚시터,경기도 평택시 안중읍 서동대로 1758,36.0,126.0,"['경기', '경기도', '평택', '평택시', '안', '안중읍', '중', '서동', '1758']"
86,피쉬실내바다낚시터,경기도 평택시 포승읍 고렴1길 35,37.0,126.0,"['경기', '경기도', '평택', '평택시', '포승', '포승읍', '1', '1길', '길', '35']"
87,부림낚시터(부림저수지),경기도 양평군 개군면 불곡덕고갯길 134-66,37.43924011,127.5477091,"['경기', '경기도', '양평', '양평군', '개군', '개군면', '면', '곡', '곡덕고갯길', '덕', '고갯길']"
88,수곡낚시터(어은저수지),경기도 양평군 지평면 어은길 71,37.44059045,127.5999993,"['경기', '경기도', '양평', '양평군', '지평면', '은', '은길', '길', '71']"
89,월산낚시터(월산저수지),경기도 양평군 지평면 월산리 525,37.47269801,127.6511908,"['경기', '경기도', '양평', '양평군', '지평면', '월산', '525']"
90,백동낚시터(백동저수지),경기도 양평군 단월면 덕수리 20,37.56063061,127.6867879,"['경기', '경기도', '양평', '양평군', '단월', '단월면', '면', '덕', '덕수리', '수리', '20']"
91,그린낚시터(전수저수지),경기도 양평군 강하면 수대길 110,37.48031275,127.4263199,"['경기', '경기도', '양평', '양평군', '강하', '강하면', '면', '수', '수대길', '대길', '110']"
92,신애낚시터,경기도 양평군 양평읍 새만이길 86,37.51020947,127.4959266,"['경기', '경기도', '양평', '양평군', '양평읍', '새', '새만이길', '만이', '길', '86']"
93,오빈낚시터(오빈저수지),경기도 양평군 양평읍 덕평리 414-8,37.50612798,127.4898977,"['경기', '경기도', '양평', '양평군', '양평읍', '덕', '덕평', '평']"
94,대석낚시터(대석저수지),경기도 양평군 강상면 강남로 1811,37.4269477,127.4777729,"['경기', '경기도', '양평', '양평군', '강', '강상', '강상면', '상면', '면', '강남', '1811']"
95,향리낚시터(향리저수지),경기도 양평군 개군면 아랫상골길 45,37.43479102,127.5667369,"['경기', '경기도', '양평', '양평군', '개군', '개군면', '면', '랫', '랫상골길', '상골', '길', '45']"
96,세월낚시터,경기도 양평군 강상면 세월리 586-2,37.44519278,127.4805659,"['경기', '경기도', '양평', '양평군', '강', '강상', '강상면', '상면', '면', '세월']"
97,대명낚시터,경기도 양평군 단월면 소부록길 35,37.56866935,127.6741137,"['경기', '경기도', '양평', '양평군', '단월', '단월면', '면', '소', '소부록길', '부록', '길', '35']"
98,피쉬랜드낚시터,경기도 양평군 강하면 강하2로 367,37.46486201,127.4205487,"['경기', '경기도', '양평', '양평군', '강하', '강하면', '면', '강하', '강하2', '2', '367']"
99,고재낚시터,경기도 양평군 지평면 고재길 108,37.42743942,127.606234,"['경기', '경기도', '양평', '양평군', '지평면', '고재', '고재길', '길', '108']"
100,유일실내낚시터,경기도 양평군 용문면 용문로 537,37.49816528,127.6041257,"['경기', '경기도', '양평', '양평군', '용문', '용문면', '면', '용문', '537']"
101,이화,경기도 김포시 고촌읍 태리 584-3,37.59474754,126.7371851,"['경기', '경기도', '김포', '김포시', '고촌', '고촌읍', '태']"
102,그린,경기도 김포시 고촌읍 인향로210번길 52,37.58613284,126.7550609,"['경기', '경기도', '김포', '김포시', '고촌', '고촌읍', '향로', '향로210번길', '210', '번', '길', '52']"
103,대원,경기도 김포시 통진읍 옹정리 168,37.69198293,126.5633697,"['경기', '경기도', '김포', '김포시', '통', '통진읍', '진', '옹', '옹정리', '정리', '168']"
104,구래,경기도 김포시 양촌읍 김포한강8로 100-59,37.6299166,126.6393915,"['경기', '경기도', '김포', '김포시', '촌', '촌읍', '김', '김포', '포', '강', '강8', '8']"
105,태리,"경기도 김포시 고촌읍 태리 195-1, 196",37.59677976,126.7476294,"['경기', '경기도', '김포', '김포시', '고촌', '고촌읍', '태', '196']"
106,조강,경기도 김포시 월곶면 조강리 230-10번지 외 20필지,37.74525183,126.5719274,"['경기', '경기도', '김포', '김포시', '월곶', '월곶면', '면', '조강', '번지', '외', '20', '20필지', '필지']"
107,김포실내바다낚시터,경기도 김포시 대곶면 대곶서로 283-25,37.64514736,126.5806472,"['경기', '경기도', '김포', '김포시', '대곶', '대곶면', '면', '대']"
108,김포,"경기도 김포시 하성면 양택리 91, 125, 125-1, -3, -4, -5",37.73401049,126.622395,"['경기', '경기도', '김포', '김포시', '하성', '하성면', '면', '양택', '양택리', '리', '91', '125', '-3', '-4', '-5']"
109,고정,경기도 김포시 통진읍 고척로 104,37.71745781,126.5874016,"['경기', '경기도', '김포', '김포시', '통진읍', '척', '척로', '로', '104']"
110,고막낚시터,경기도 김포시 월곶면 애기봉로 85-12,37.72184279,126.5581979,"['경기', '경기도', '김포', '김포시', '월곶', '월곶면', '면', '애기', '애기봉로', '봉로']"
111,아리수,"경기도 김포시 하성면 후평리 42, 45",37.74917318,126.6513078,"['경기', '경기도', '김포', '김포시', '하성', '하성면', '면', '후', '후평리', '평', '리', '42', '45']"
112,김포 피싱존,경기도 김포시 양촌읍 석모로44번길 93,37.65637157,126.6470106,"['경기', '경기도', '김포', '김포시', '촌', '촌읍', '석모', '44', '44번길', '번', '길', '93']"
113,드림바다실내낚시터,경기도 김포시 풍무로9번길 26,37.59759729,126.7201017,"['경기', '경기도', '김포', '김포시', '풍', '풍무로9번', '무로', '9', '번', '길', '26']"
114,해적왕실내낚시카페,"경기도 수원시 팔달구 효원로307번길 47, 지하1층(인계동, 문화빌딩)",37.26302406,127.0359218,"['경기', '경기도', '수원', '수원시', '팔달', '팔달구', '효', '효원로307번', '원로', '307', '번', '길', '47', '지하', '지하1층', '1', '층', '계동', '문화', '문화빌딩', '빌딩']"
115,수원실내낚시터,"경기도 수원시 권선구 권선로 652, 지하1층(권선동)",37.26012603,127.0224305,"['경기', '경기도', '수원', '수원시', '권선', '권선구', '권', '권선로', '선로', '652', '지하', '지하1층', '1', '층', '권선동', '동']"
116,도심어부,"경기도 수원시 영통구 영통로 232, 지하1층(영통동, 제2상가동)",37.24841817,127.0584843,"['경기', '경기도', '수원', '수원시', '영통', '영통구', '영', '영통로', '통로', '232', '지하', '지하1층', '1', '층', '영통동', '동', '저', '2', '2상가동', '상', '가동']"
117,잉어킹낚시카페,"경기도 수원시 팔달구 경수대로446번길 56, 지하1층",37.26502616,127.0294519,"['경기', '경기도', '수원', '수원시', '팔달', '팔달구', '경수', '446', '446번길', '번', '길', '56', '지하', '지하1층', '1', '층']"
118,청춘물고기,"경기도 수원시 팔달구 향교로1번길 22-15, 지하1층",37.2691271,127.0008509,"['경기', '경기도', '수원', '수원시', '팔달', '팔달구', '향교', '1', '1번길', '번', '길', '지하', '지하1층', '층']"
119,방산 낚시터,경기도 시흥시 구수미1길127-14,37.42303,126.77788,"['경기', '경기도', '시흥', '시흥시', '구수', '구수미1길', '미', '1', '길']"
120,한샘청수낚시터,경기도 시흥시 수인로2107번길35,37.37045,126.87239,"['경기', '경기도', '시흥', '시흥시', '수인', '수인로2107번', '로', '2107', '번', '길', '길35', '35']"
121,과림 낚시터,경기도 시흥시 과림저수지길 79,37.45313,126.82729,"['경기', '경기도', '시흥', '시흥시', '과', '저수지', '저수지길', '길', '79']"
122,금이 낚시터,경기도 시흥시 금이진말길 159,37.39915,126.8295,"['경기', '경기도', '시흥', '시흥시', '금', '금이진말길', '이진', '말길', '159']"
123,뒷방울 낚시터,경기도 시흥시 뒷방울길 147,37.37137,126.74866,"['경기', '경기도', '시흥', '시흥시', '뒷', '뒷방울길', '방울', '길', '147']"
124,청용 낚시터,경기도 시흥시 청룡저수지길 216,37.42252,126.76005,"['경기', '경기도', '시흥', '시흥시', '청룡', '청룡저수지길', '저수지', '길', '216']"
125,달월 낚시터,경기도 시흥시 군자로 125-39,37.37245,126.77062,"['경기', '경기도', '시흥', '시흥시', '군자']"
126,칠리제 낚시터,경기도 시흥시 수인로 2564-8,37.40337,126.84862,"['경기', '경기도', '시흥', '시흥시', '수인']"
127,샘골 낚시터,경기도 시흥시 신흥마을5길 32-21,37.43943,126.77225,"['경기', '경기도', '시흥', '시흥시', '신흥', '신흥마을5길', '마을', '5', '길']"
128,한탄강 낚시터,경기도 시흥시 수인로 2495-1,37.3995,126.85366,"['경기', '경기도', '시흥', '시흥시', '수인']"
129,약수 낚시터,경기도 시흥시 동서로 989-32,37.38157,126.85253,"['경기', '경기도', '시흥', '시흥시', '동서']"
130,계수 낚시터,경기도 시흥시 구미1길 33,37.4516,126.80476,"['경기', '경기도', '시흥', '시흥시', '구미', '구미1길', '1', '길', '33']"
131,지오낚시터,경기도 연천군 군남면 청정로 2060,38.04319586,127.0296004,"['경기', '경기도', '연천', '연천군', '군', '군남', '군남면', '남면', '면', '청', '청정로', '정로', '2060']"
132,삼화리낚시터,경기도 연천군 미산면 삼화2길 96,38.01270377,126.9767416,"['경기', '경기도', '연천', '연천군', '미산', '미산면', '면', '삼화', '삼화2길', '2', '길', '96']"
133,양원리낚시터,경기도 연천군 전곡읍 양원로 108-37,37.98743059,127.021049,"['경기', '경기도', '연천', '연천군', '전곡', '전곡읍', '양원']"
134,전곡낚시터,경기도 연천군 군남면 오리골길 124,38.03704578,127.03402,"['경기', '경기도', '연천', '연천군', '군', '군남', '군남면', '남면', '면', '오리', '오리골길', '골', '길', '124']"
135,한탄강낚시터,경기도 연천군 전곡읍 평화로495번길 16-31,38.01517959,127.0675997,"['경기', '경기도', '연천', '연천군', '전곡', '전곡읍', '평화', '495', '495번길', '번', '길']"
136,백학낚시터,경기도 연천군 백학면 저수지길 21,38.032232,126.9250483,"['경기', '경기도', '연천', '연천군', '백학', '백학면', '면', '저수지', '저수지길', '길', '21']"
137,놀러와실내낚시카페,"경기도 안산시 상록구 샘골로 159, 창원빌딩 지하1층 2~3호 (본오동)",37.2980656,126.862948,"['경기', '경기도', '안산', '안산시', '상록', '상록구', '샘', '샘골', '골', '159', '창원', '창원빌딩', '빌딩', '지하', '지하1층', '1', '층', '2', '3', '3호', '호', '본오', '본오동', '동']"
138,낚시존낚시카페,"경기도 안산시 단원구 고잔로 76, 영풍빌딩 지하1층 37~41호 (고잔동)",37.3188909,126.8348385,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '잔', '76', '영풍', '영풍빌딩', '빌딩', '지하', '지하1층', '1', '층', '37', '41', '41호', '호', '고잔', '고잔동', '동']"
139,꾼낚시카페,"경기도 안산시 단원구 고잔2길 38, 중앙상가 지하층 1,2,3호 (고잔동)",37.31756622,126.8353289,"['경기', '경기도', '안산', '안산시', '단원', '단원구', '잔', '잔2길', '2', '길', '38', '중앙', '중앙상가', '상가', '지하층', '1', '3', '3호', '호', '고잔', '고잔동', '동']"
140,쉼터 낚시터,경기도 시흥시 하중로 281,37.38821,126.80687,"['경기', '경기도', '시흥', '시흥시', '하중', '281']"
141,능곡 낚시터,경기도 시흥시 시흥대로268번길 50-28,37.36146,126.81064,"['경기', '경기도', '시흥', '시흥시', '시흥', '268', '268번길', '번', '길']"
142,군자 낚시터,경기도 시흥시 시흥대로216-18,37.35995,123.80808,"['경기', '경기도', '시흥', '시흥시', '시흥']"
143,산정 낚시터,경기도 시흥시 피울길 173,37.36794,126.82918,"['경기', '경기도', '시흥', '시흥시', '길', '173']"
144,까치 낚시터,경기도 시흥시 수인로2107번길 146,37.36734,126.86603,"['경기', '경기도', '시흥', '시흥시', '수인', '수인로2107번', '로', '2107', '번', '길', '146']"
145,청춘바다낚시,경기도 시흥시 오동마을로6번길 21,37.35224,126.74325,"['경기', '경기도', '시흥', '시흥시', '오동', '오동마을', '마을', '6', '6번길', '번', '길', '21']"
146,달월사계절 낚시터,경기도 시흥시 군자로 125-5,37.37326,126.76863,"['경기', '경기도', '시흥', '시흥시', '군자']"
147,새미 낚시터,경기도 시흥시 조남동 299,37.37363,126.86493,"['경기', '경기도', '시흥', '시흥시', '조남', '조남동', '동', '299']"
148,시흥드림바다 낚시터,경기도 시흥시 황고개로293번길 7,37.35766,126.78533,"['경기', '경기도', '시흥', '시흥시', '황', '황고개', '고개', '293', '293번길', '번', '길', '7']"
